iteration,period,IR_Gaussian_1,IR_Gaussian_2,Gaussian_Equity_0,
0,0,-0.0789248863352787,-0.0779209012861003,1.34270688544173,
0,1,-0.391156968707604,-0.391974679039112,0.811025414960987,
0,2,1.6560607431855,1.6544515868728,-0.328298562548017,
0,3,0.21065343865948,0.210363456512648,-1.78910322881841,
0,4,0.383679984279503,0.38356999656029,0.062488734211746,
0,5,0.584570697010484,0.584517881260327,-1.51858244699554,
0,6,0.267619751439714,0.267519343027162,1.40252996663194,
0,7,-0.0522425436527129,-0.0520966457340035,2.49533210188383,
0,8,0.303155101443158,0.304228073074161,-1.89938333690515,
0,9,-1.11278958428097,-1.11407801190002,0.748772411210242,
0,10,0.399344414302677,0.399787913381899,-0.819149265659115,
0,11,-0.0805929570622179,-0.0829023620383018,-0.947225586249104,
0,12,0.417829436846449,0.418309143373661,-0.398458698314591,
0,13,0.26154519480655,0.261487866727304,-1.54986924863179,
0,14,-0.0495603805973478,-0.0492475135245708,0.765166041600304,
0,15,-1.25317514641103,-1.25475270025709,-1.3437557668473,
0,16,1.42484737523573,1.42443774429597,0.888609536086138,
0,17,-1.48041035793789,-1.48185830837376,-0.659773812028327,
0,18,0.0599915818607806,0.0589567814751178,-0.139579619429137,
0,19,1.10523455550609,1.10530460936716,-0.220245833243144,
0,20,1.49317046015563,1.4923660794375,-0.0159732093892871,
0,21,-0.173918658092725,-0.173574333330488,-0.415762531134164,
0,22,0.436885420808891,0.43684631938067,1.15997962620096,
0,23,0.0556636977970633,0.0554593390591127,0.797283137054218,
0,24,1.07817325951761,1.07706159801107,0.971303992696418,
0,25,1.48924914367541,1.49008534389828,-0.199885549469609,
0,26,0.326384424629679,0.325917839957494,-0.312810190094509,
0,27,2.61445033733731,2.61388829978711,1.75332830518353,
0,28,-0.722909112272454,-0.723907825970749,-0.54421908555913,
0,29,-0.0603043385387868,-0.0591842363546003,-0.188568278524449,
0,30,-0.711621101370316,-0.71141470689136,-0.715563845761059,
0,31,-0.88531193350602,-0.886146921253814,0.872699757714797,
0,32,2.08402481378422,2.08472442545671,0.168341832674373,
0,33,-1.74631923481055,-1.74719589164458,-1.95024253737822,
0,34,-1.53777953137987,-1.53815818216073,0.844894808792498,
0,35,-0.613480149273107,-0.613074828395777,-0.33975648336378,
0,36,1.15555196563849,1.15608481265494,0.746472257093353,
0,37,0.499881976413241,0.499006697903064,0.0358332418872243,
0,38,-0.55062641655363,-0.550192358908688,0.735934837452997,
0,39,-1.84648533312754,-1.84614277097804,-0.712717511423167,
0,40,1.89881472027011,1.89962926228563,1.22008287371499,
0,41,-0.416579026108058,-0.417528595573563,-1.19684084270739,
0,42,0.94894186065148,0.948649737251871,0.360873812695908,
0,43,-2.43554902666616,-2.43516351832231,-1.96625430822857,
0,44,0.398304285209676,0.398937878232692,1.13790500914954,
0,45,-1.66981472184699,-1.66918933484432,-0.99274193900824,
0,46,-2.55110166142342,-2.54915032179361,-0.935775365019194,
0,47,1.32050542987891,1.31982236838746,0.731957483652169,
0,48,-1.47103831826308,-1.47194415484107,0.258385855421001,
0,49,-0.0715134492937268,-0.0708539059849499,0.939571174740791,
0,50,0.480215088631943,0.480122055068441,-0.894656748308952,
0,51,-1.27898754636003,-1.27774494316377,0.684395324974987,
0,52,-0.320930879202214,-0.32125233492935,0.251667850958562,
0,53,0.399900535988566,0.399218203611467,2.17003903322601,
0,54,-0.313579561276289,-0.313827848342113,-0.836143227620344,
0,55,-0.624953545917258,-0.623982534042276,0.330292376479964,
0,56,1.29996041466623,1.29947718711369,0.371980407857432,
0,57,0.690152604065733,0.688994592839212,0.0793436895763684,
0,58,-0.49382726113388,-0.492014110368546,-2.82174687994724,
0,59,-1.07691695195476,-1.07835251406129,-0.218280230517882,
0,60,0.837854667981847,0.83868471743816,0.627587801043639,
0,61,0.846601373760258,0.845386226174938,2.00629037924867,
0,62,-0.847306332224107,-0.848089114237575,-0.291873459806634,
0,63,0.398399667785066,0.398067535683931,1.55176111324133,
0,64,0.530785648605171,0.531529433243449,-1.01633030443559,
0,65,0.735879137978998,0.735505483025258,0.918687349473144,
0,66,-1.01409723883369,-1.01615962573692,-0.452301317531081,
0,67,-0.256204306973076,-0.255411182313554,0.411604179591235,
0,68,-0.225111748278355,-0.223787231458065,0.570330003139058,
0,69,-0.280334866730168,-0.279327978186816,1.28868822440482,
0,70,-1.17618962593818,-1.17761319651768,0.144141655204324,
0,71,0.460797827832376,0.461865178630684,0.699400406115626,
0,72,0.216289180249356,0.214952344341987,-0.542526280351033,
0,73,0.286177337762992,0.2864193028996,0.46622023450396,
0,74,-0.153628264595309,-0.153821408139691,0.218464022966951,
0,75,1.87585018293092,1.87711255373565,-1.42704844410402,
0,76,0.773292692905674,0.77428536225855,1.07500257425964,
0,77,-0.0268163494608291,-0.0290465793321054,0.496551169037544,
0,78,-0.850470157568201,-0.849786637234158,-1.64806156822987,
0,79,0.235894759972835,0.23601048575811,-0.198548844313074,
0,80,-1.54175691290209,-1.54240128718877,-1.78300617008619,
0,81,0.898609566024404,0.898503449292343,1.91534319353193,
0,82,1.1805311749494,1.18198539645717,0.849731940035193,
0,83,0.0581820455616096,0.059040339328606,-0.291044195317114,
0,84,0.373849116853637,0.375514276252495,-1.18787188771927,
0,85,0.563657333500287,0.562938723273227,-1.20683691113711,
0,86,1.30739196823062,1.30535625553462,0.00321113866171753,
0,87,0.662265839395282,0.662202802403141,-0.93334231302215,
0,88,-0.517277388611165,-0.51683467730852,-0.282521292924488,
0,89,0.379927161159443,0.379060577369755,0.836646620967837,
0,90,-0.9858332556251,-0.985348779773331,-0.180425904966626,
0,91,-0.401403628384194,-0.401580976093071,-1.4909266865023,
0,92,1.33586208156346,1.33537544153835,0.883430083882527,
0,93,-1.55968073497815,-1.55901199780172,-0.743837094829765,
0,94,0.466186252387552,0.46536523481211,2.41732062558745,
0,95,-1.65018703812742,-1.65050372187198,0.104619159281257,
0,96,-1.92300397400269,-1.92187088194323,-0.798550990772262,
0,97,-0.869065019116113,-0.870103755225522,-0.154618388772964,
0,98,-0.414819807686134,-0.414794714545095,-0.906720153994658,
0,99,1.26181955207829,1.26224611776666,0.212568308252914,
0,100,-0.876247732049618,-0.87735055320599,1.5373784707595,
0,101,2.44059976684038,2.44232946857136,2.79088540856436,
0,102,2.41940894692607,2.42030050987828,-0.363293320813478,
0,103,1.55017545605289,1.55061407329954,0.648490554328113,
0,104,-0.662101889915566,-0.661027597984272,-1.72999324482265,
0,105,-0.248197018123469,-0.247773872570211,-1.17278562717101,
0,106,-0.535089631820633,-0.535064543438629,-0.992066846656256,
0,107,1.0854200928511,1.08475757836953,0.764798962100537,
0,108,1.13827237202235,1.13443696899285,-0.122309051861324,
0,109,-0.701241735011077,-0.701778229926305,-2.20019589438147,
0,110,2.92998845295682,2.93045548551567,1.70563696061142,
0,111,1.21748410247015,1.21925693016028,0.491054382453115,
0,112,-0.0500766290324411,-0.0515424175146578,0.0815549039612987,
0,113,-1.3948203839889,-1.39623953015785,-0.244536374256635,
0,114,2.60529847499698,2.60540743028754,0.912642250862605,
0,115,0.25119443453151,0.25057976843892,1.34457810411028,
0,116,2.23770284106566,2.23783408722679,1.19707685627647,
0,117,1.18414480689195,1.18402808660855,0.423345136168117,
0,118,-0.830509814518168,-0.83083775045047,1.39097946201109,
0,119,0.660089966538077,0.662498275604945,0.421382825074236,
0,120,0.291791228856917,0.291459469186688,0.987846400586043,
0,121,0.693601971285547,0.693152765888194,0.929215341860226,
0,122,1.11923009198808,1.11955615349748,0.0453800772270177,
0,123,1.32406696754534,1.32368456152251,1.51910073048889,
0,124,1.82240514344777,1.82114822828896,0.950284546839645,
0,125,0.0283189938065611,0.0287655369186453,-0.866891179512623,
0,126,-0.0438248724058267,-0.0450354760111623,1.57071577729924,
0,127,-0.872607025244946,-0.873622965162698,0.0765198275451783,
0,128,1.65213295228319,1.65125493624568,-0.0421223590524685,
0,129,0.440565756712305,0.439996533983118,0.10510169181625,
0,130,1.02257038958023,1.02365922815394,2.08257069425451,
0,131,0.0942053316286131,0.0952511780025495,0.726360662848318,
0,132,1.61855908641312,1.61864198409218,0.297431331016016,
0,133,0.820037733768145,0.820592713212554,0.390341661093016,
0,134,0.822662359009146,0.822868338882467,-0.851964537734693,
0,135,0.495347726768446,0.496315040813955,0.425091011364962,
0,136,1.2761459388651,1.27644904079941,0.879168550282607,
0,137,1.24679643677185,1.24690499299725,-0.119822858584287,
0,138,-0.294966962197214,-0.294598710160437,0.242457085225545,
0,139,0.103730683819811,0.103335760477395,1.80872233819591,
0,140,-1.25526694517157,-1.25509860798292,1.16009068409944,
0,141,-0.0381583095437116,-0.0381343665341039,-0.452186406268453,
0,142,1.19475500983936,1.19578201704294,-0.0965785639589288,
0,143,-0.41031095840265,-0.41267445113026,-0.774812952300416,
0,144,0.992764396274144,0.991904179598091,1.01347682747012,
0,145,-0.192539601833575,-0.192576017860787,-0.690576682127937,
0,146,0.225635269123915,0.225074512662864,-0.541085997082903,
0,147,-1.83200601643193,-1.83110664889396,0.261377001814105,
0,148,-1.24431677898339,-1.24565603809658,-0.462213315111762,
0,149,-0.849816694052993,-0.849728128254925,-1.7014331279159,
0,150,-1.65301959052223,-1.65364825204283,-0.640347970290899,
0,151,-0.921980301385685,-0.920961008652615,2.0339050633449,
0,152,0.277589243467127,0.278583979361204,0.641008305877141,
0,153,-1.9709042172305,-1.97079837728323,1.17290205944247,
0,154,0.206678393544748,0.204076986524098,-0.781029764961111,
0,155,1.70927800255931,1.70946641867201,-0.915546737925992,
0,156,0.817100023926077,0.816544071693273,0.975376503963893,
0,157,-0.422376915692943,-0.423164482515339,-1.01986459532324,
0,158,0.444848783288044,0.446760002624222,0.262691589555064,
0,159,-0.650466442414549,-0.650852877341489,-0.823255612490583,
0,160,-0.344833584927854,-0.344463294200659,-0.0699917074697897,
0,161,0.276649916476727,0.277045413660366,-2.36527645818206,
0,162,2.96309843392659,2.96381654528879,1.82267305103171,
0,163,0.640171581701672,0.639348496136529,0.219498033890557,
0,164,-1.33237850020125,-1.33474415205214,-1.66792967210106,
0,165,-2.04090845230259,-2.04113811438643,-0.700457356498277,
0,166,-0.40918053183598,-0.409813798687911,-0.00331070668682902,
0,167,-0.0127618301802196,-0.0128682817515312,-0.506696323365028,
0,168,1.50253373323022,1.50185989067862,0.963147261942649,
0,169,0.110840594280677,0.111967065220934,0.321462915926407,
0,170,-0.587348438877435,-0.585527599122337,-0.447724121073743,
0,171,0.863708930305049,0.862868870991331,0.878407661216271,
0,172,1.2086980805326,1.20926334956681,-0.739204737531863,
0,173,-0.938626503117177,-0.938505002454484,0.143785192311068,
0,174,-0.295732040766519,-0.295712921007023,-2.93106044326982,
0,175,-0.361260184705901,-0.360307963499884,0.720826695962368,
0,176,-0.435044274116339,-0.436333021347396,1.04071605576234,
0,177,0.870549334090798,0.86992638975766,-0.16645204059648,
0,178,1.12746749762348,1.12810309171584,1.0959883720963,
0,179,-1.21724200444381,-1.21754345497074,-0.198956175866138,
0,180,1.27733157386241,1.27716136268857,0.00174109072292733,
0,181,0.127113028228279,0.127801323546642,-1.13332180076463,
0,182,-2.22656065645357,-2.22609122273793,1.2252881459252,
0,183,0.941241214189866,0.940884625051272,0.27158902573745,
0,184,2.55738084762435,2.55758482487432,0.590120486222831,
0,185,0.561503362658568,0.561626291714698,0.329338179141138,
0,186,-0.645174539979602,-0.644255901260013,-0.451374161378541,
0,187,-0.392073595449981,-0.391766562953443,-3.08017135678906,
0,188,-0.0236859314335337,-0.0238661619789161,-0.440441801724803,
0,189,0.414346429848246,0.41435532466215,-0.380065075144993,
0,190,-0.269075303447703,-0.268068069446307,0.621039452052422,
0,191,-0.534095053086329,-0.534983715560393,-0.488433101373838,
0,192,-0.488082194995687,-0.488719221045182,0.761023322625294,
0,193,0.932790302120596,0.93237945822623,-0.539376223789572,
0,194,-0.814052796274477,-0.813844185626768,0.479509450945713,
0,195,-0.0141355912406634,-0.0141874949434298,0.833478309150769,
0,196,0.147548134175438,0.146305224269232,-0.726969778481913,
0,197,-1.8749260269394,-1.87435078874504,-1.18605843357837,
0,198,0.210716788993318,0.211110353886987,-0.250991340834079,
0,199,0.919545596916977,0.919002740819018,1.78725821032051,
0,200,-2.54015303838555,-2.5403074258873,-2.16503142683848,
0,201,-0.710293891747262,-0.711163517192004,-0.0039934617935116,
0,202,-0.231178196231074,-0.229925803397924,-0.447484973819612,
0,203,1.33265266876963,1.33141545853158,-0.302319669073607,
0,204,1.94516630799722,1.94397906459536,1.75765971669178,
0,205,-0.0641407152558194,-0.0640746856535578,1.42261853642279,
0,206,-0.359843688792395,-0.359308935979384,-2.22120186093682,
0,207,-0.272112836929008,-0.272791037621773,-0.92719212581897,
0,208,0.254386070686263,0.255744688044589,0.462843787917573,
0,209,0.125205421420105,0.124879907778489,-0.509882942038967,
0,210,-0.693048366312202,-0.693974102975387,-0.797253419475874,
0,211,0.0203165223496303,0.0193649834420711,0.74554415827545,
0,212,0.973081382372789,0.974268913835722,-0.499537282175018,
